METER_NO,CATEGORY,STREET,SUBURB,MAX_STAY_HRS,RESTRICTIONS,OPERATIONAL_DAY,OPERATIONAL_TIME,TAR_ZONE,TAR_RATE_WEEKDAY,TAR_RATE_AH_WE,LOC_DESC,VEH_BAYS,MC_BAYS,MC_RATE,LONGITUDE,LATITUDE,MOBILE_ZONE,MAX_CAP_CHG,ObjectId,geo_shape,geo_point_2d,VEH_BAYS_INT
4062,PAY BY MOBILE APP ONLY,VICTORIA ST,SPRING HILL,3,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",6.85,,Victoria St between Rogers St & Water St in Spring Hill,4,0,,153.026444,-27.45882,4000898,,50,"{""coordinates"": [153.026444, -27.458819999999985], ""type"": ""Point""}","-27.458819999999985, 153.026444",4
4063,PAY BY MOBILE APP ONLY,ROSA ST,SPRING HILL,3,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",6.85,,Rosa St between Boundary St & Isaac St in Spring Hill,12,0,,153.02551,-27.460599,4000899,,51,"{""coordinates"": [153.02551, -27.460599], ""type"": ""Point""}","-27.460599, 153.02551",12
4064,PAY BY MOBILE APP ONLY,ST PAULS TCE,SPRING HILL,3,CLEARWAY 4PM-7PM MON-FRI TOWAWAY,MON-FRI,8AM-4PM,"Zone 1, 15 min free",6.85,,St Pauls Tce between Rogers St & Quarry St in Spring Hill,14,0,,153.028041,-27.459561,4000317,,52,"{""coordinates"": [153.028041, -27.45956099999999], ""type"": ""Point""}","-27.45956099999999, 153.028041",14
4065,TICKETLESS METER MULTISPACE,WATER ST,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Water St between Boundary St & Isaac St in Spring Hill,7,0,,153.025154,-27.459669,4000290,18.25,53,"{""coordinates"": [153.025154, -27.459669000000012], ""type"": ""Point""}","-27.459669000000012, 153.025154",7
4066,TICKETLESS METER MULTISPACE,WATER ST,SPRING HILL,4,NO STOPPING 7AM-9AM MON-FRI,MON-FRI,9AM-4PM,"Zone 1, 15 min free",4.5,,Water St between Boundary St & Isaac St in Spring Hill,8,0,,153.02467,-27.460331,4000289,,54,"{""coordinates"": [153.02467000000001, -27.460331000000007], ""type"": ""Point""}","-27.460331000000007, 153.02467000000001",8
4067,TICKETLESS METER MULTISPACE,WATER ST,SPRING HILL,4,NO STOPPING 4PM-6PM MON-FRI,MON-FRI,9AM-4PM,"Zone 1, 15 min free",4.5,,Water St between Dickens St & Laisby Drive in Spring Hill,4,0,,153.024827,-27.459797,4000292,,55,"{""coordinates"": [153.024827, -27.45979700000001], ""type"": ""Point""}","-27.45979700000001, 153.024827",4
4068,TICKETLESS METER MULTISPACE,WATER ST,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Water St between Laisby Drive & Isaac St in Spring Hill,2,0,,153.025384,-27.459214,4000290,18.25,56,"{""coordinates"": [153.025384, -27.459214000000017], ""type"": ""Point""}","-27.459214000000017, 153.025384",2
4069,PAY BY MOBILE APP ONLY,WATER ST,SPRING HILL,3,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",6.85,,Water St between Union St & Victoria St in Spring Hill,7,0,,153.025802,-27.458783,4000435,,57,"{""coordinates"": [153.025802, -27.458782999999993], ""type"": ""Point""}","-27.458782999999993, 153.025802",7
4070,PAY BY MOBILE APP ONLY,VICTORIA ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.5,,Victoria St between Gregory Tce & Water St in Spring Hill,6,0,,153.024814,-27.457524,4000331,,58,"{""coordinates"": [153.024814, -27.457524000000003], ""type"": ""Point""}","-27.457524000000003, 153.024814",6
4071,PAY BY MOBILE APP ONLY,VICTORIA ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.5,,Victoria St between Gregory Tce & Water St in Spring Hill,7,0,,153.025783,-27.458284,4000298,,59,"{""coordinates"": [153.025783, -27.458284000000006], ""type"": ""Point""}","-27.458284000000006, 153.025783",7
4072,PAY BY MOBILE APP ONLY,UNION ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.5,,Union St between York Pde & Water St in Spring Hill,8,0,,153.024848,-27.45839,4000296,,60,"{""coordinates"": [153.024848, -27.45838999999999], ""type"": ""Point""}","-27.45838999999999, 153.024848",8
4073,PAY BY MOBILE APP ONLY,YORK PDE,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.5,,York Pde between Isaac St & Mulgrave St in Spring Hill,5,0,,153.024067,-27.458698,4000296,,61,"{""coordinates"": [153.024067, -27.458697999999988], ""type"": ""Point""}","-27.458697999999988, 153.024067",5
4074,PAY BY MOBILE APP ONLY,MULGRAVE ST,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Mulgrave St between York Pde & Laisby Drive in Spring Hill,3,0,,153.023959,-27.458909,4000295,18.25,62,"{""coordinates"": [153.023959, -27.45890900000001], ""type"": ""Point""}","-27.45890900000001, 153.023959",3
4075,PAY BY MOBILE APP ONLY,MULGRAVE ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.5,,Mulgrave St between York Pde & Laisby Drive in Spring Hill,4,0,,153.024372,-27.459241,4000293,,63,"{""coordinates"": [153.024372, -27.459241], ""type"": ""Point""}","-27.459241, 153.024372",4
4076,PAY BY MOBILE APP ONLY,YORK PDE,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,York Pde between Fortescue St & Union St in Spring Hill,11,0,,153.024308,-27.458506,4000297,18.25,64,"{""coordinates"": [153.024308, -27.458505999999993], ""type"": ""Point""}","-27.458505999999993, 153.024308",11
4077,PAY BY MOBILE APP ONLY,YORK PDE,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.5,,York Pde between Union St & Victoria St in Spring Hill,4,0,,153.024924,-27.458237,4000296,,65,"{""coordinates"": [153.024924, -27.458236999999997], ""type"": ""Point""}","-27.458236999999997, 153.024924",4
4078,TICKETLESS METER MULTISPACE,GREGORY TCE,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Gregory Tce between Victoria St & Union St in Spring Hill,7,0,,153.024171,-27.45754,4000263,18.25,66,"{""coordinates"": [153.024171, -27.457539999999987], ""type"": ""Point""}","-27.457539999999987, 153.024171",7
4079,PAY BY MOBILE APP ONLY,UNION ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.5,,Union St between York Pde & Gregory Tce in Spring Hill,7,0,,153.024122,-27.457897,4000339,,67,"{""coordinates"": [153.024122, -27.457897000000003], ""type"": ""Point""}","-27.457897000000003, 153.024122",7
4080,TICKETLESS METER MULTISPACE,DICKENS ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.5,,Dickens St between Fortescue St & Water St in Spring Hill,6,0,,153.024362,-27.459897,4000291,,68,"{""coordinates"": [153.024362, -27.459897000000023], ""type"": ""Point""}","-27.459897000000023, 153.024362",6
4081,PAY BY MOBILE APP ONLY,UNION ST,SPRING HILL,3,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",6.85,,Union St between End & St Pauls Tce in Spring Hill,9,0,,153.027022,-27.46014,4000320,,69,"{""coordinates"": [153.02702200000002, -27.460140000000017], ""type"": ""Point""}","-27.460140000000017, 153.02702200000002",9
4082,PAY BY MOBILE APP ONLY,ISAAC ST,SPRING HILL,3,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",6.85,,Isaac St between St Pauls Tce & Water St in Spring Hill,8,0,,153.026467,-27.460352,4000321,,70,"{""coordinates"": [153.026467, -27.46035199999999], ""type"": ""Point""}","-27.46035199999999, 153.026467",8
4083,PAY BY MOBILE APP ONLY,ISAAC ST,SPRING HILL,3,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",6.85,,Isaac St between St Pauls Tce & Water St in Spring Hill,6,0,,153.025754,-27.459819,4000321,,71,"{""coordinates"": [153.025754, -27.459818999999992], ""type"": ""Point""}","-27.459818999999992, 153.025754",6
4084,TICKETLESS METER MULTISPACE,FORTESCUE ST,SPRING HILL,2,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",6.85,,Fortescue St between Dickens St & Boundary St in Spring Hill,5,0,,153.023628,-27.460454,4000283,,72,"{""coordinates"": [153.02362799999997, -27.46045400000001], ""type"": ""Point""}","-27.46045400000001, 153.02362799999997",5
4085,TICKETLESS METER MULTISPACE,FORTESCUE ST,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Fortescue St between Wedd St & Reading St in Spring Hill,7,0,,153.02345,-27.458934,4000294,18.25,73,"{""coordinates"": [153.02345, -27.458934000000006], ""type"": ""Point""}","-27.458934000000006, 153.02345",7
4086,TICKETLESS METER MULTISPACE,GREGORY TCE,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.5,,Gregory Tce between Fortescue St & Torrington St in Spring Hill,11,0,,153.022033,-27.458655,4000264,,74,"{""coordinates"": [153.02203299999996, -27.458654999999997], ""type"": ""Point""}","-27.458654999999997, 153.02203299999996",11
4087,TICKETLESS METER MULTISPACE,GREGORY TCE,SPRING HILL,3,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",6.85,,Gregory Tce between Parish St & End in Spring Hill,7,0,,153.020518,-27.459046,4000262,,75,"{""coordinates"": [153.020518, -27.459046000000015], ""type"": ""Point""}","-27.459046000000015, 153.020518",7
4088,TICKETLESS METER MULTISPACE,BRADLEY ST,SPRING HILL,3,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",6.85,,Bradley St between Boundary St & Gregory Tce in Spring Hill,11,0,,153.021033,-27.458888,4000262,,76,"{""coordinates"": [153.021033, -27.458888], ""type"": ""Point""}","-27.458888, 153.021033",11
4089,PAY BY MOBILE APP ONLY,TORRINGTON ST,SPRING HILL,3,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",6.85,,Torrington St between Boundary St & Gregory Tce in Spring Hill,4,0,,153.021475,-27.459864,4000265,,77,"{""coordinates"": [153.02147499999998, -27.459863999999993], ""type"": ""Point""}","-27.459863999999993, 153.02147499999998",4
4090,PAY BY MOBILE APP ONLY,TORRINGTON ST,SPRING HILL,3,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",6.85,,Torrington St between Boundary St & Gregory Tce in Spring Hill,6,0,,153.02161,-27.459163,4000265,,78,"{""coordinates"": [153.02161, -27.45916300000002], ""type"": ""Point""}","-27.45916300000002, 153.02161",6
4091,TICKETLESS METER MULTISPACE,BOUNDARY ST,SPRING HILL,3,NO STOPPING 4PM-6PM MON-FRI,MON-FRI,7AM-4PM,"Zone 1, 15 min free",6.85,,Boundary St between North St & Bradley St in Spring Hill,5,0,,153.021051,-27.460397,4000255,,79,"{""coordinates"": [153.021051, -27.46039699999999], ""type"": ""Point""}","-27.46039699999999, 153.021051",5
4092,TICKETLESS METER MULTISPACE,BOUNDARY ST,SPRING HILL,2,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",6.85,,Boundary St between Parish St & Bradley St in Spring Hill,3,0,,153.020579,-27.460203,4000257,,80,"{""coordinates"": [153.020579, -27.46020300000001], ""type"": ""Point""}","-27.46020300000001, 153.020579",3
4093,TICKETLESS METER MULTISPACE,BOUNDARY ST,SPRING HILL,2,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",6.85,,Boundary St between Bradley St & Torrington St in Spring Hill,3,0,,153.020921,-27.460248,4000257,,81,"{""coordinates"": [153.020921, -27.46024800000001], ""type"": ""Point""}","-27.46024800000001, 153.020921",3
4094,TICKETLESS METER MULTISPACE,BOUNDARY ST,SPRING HILL,3,NO STOPPING 7AM-9AM MON-FRI,MON-FRI,9AM-5:30PM,"Zone 1, 15 min free",6.85,,Boundary St between Rosa St & St Pauls Tce in Spring Hill,11,0,,153.025406,-27.460905,4000332,,82,"{""coordinates"": [153.025406, -27.460904999999986], ""type"": ""Point""}","-27.460904999999986, 153.025406",11
4095,TICKETLESS METER MULTISPACE,BOUNDARY ST,SPRING HILL,4,NO STOPPING 4PM-6PM MON-FRI,MON-FRI,8AM-4PM,"Zone 1, 15 min free",4.5,,Boundary St between Mc Connell St & Phillips St in Spring Hill,9,0,,153.027827,-27.461276,4000308,,83,"{""coordinates"": [153.027827, -27.461276000000005], ""type"": ""Point""}","-27.461276000000005, 153.027827",9
4096,TICKETLESS METER MULTISPACE,BOUNDARY ST,SPRING HILL,4,NO STOPPING 4PM-6PM MON-FRI,MON-FRI,8AM-4PM,"Zone 1, 15 min free",4.5,,Boundary St between Turbot St & Meinst in Spring Hill,6,0,,153.029314,-27.461636,4000308,,84,"{""coordinates"": [153.029314, -27.461636000000002], ""type"": ""Point""}","-27.461636000000002, 153.029314",6
4097,TICKETLESS METER MULTISPACE,BOUNDARY ST,SPRING HILL,4,NO STOPPING 4PM-6PM MON-FRI,MON-FRI,8AM-4PM,"Zone 1, 15 min free",4.5,,Boundary St between Meinst & Bowen St in Spring Hill,18,0,,153.027839,-27.461416,4000308,,85,"{""coordinates"": [153.02783899999997, -27.461415999999996], ""type"": ""Point""}","-27.461415999999996, 153.02783899999997",18
4098,TICKETLESS METER MULTISPACE,BOUNDARY ST,SPRING HILL,3,NO STOPPING 4PM-6PM MON-FRI,MON-FRI,8AM-4PM,"Zone 1, 15 min free",6.85,,Boundary St between Keid Lane & Hope St in Spring Hill,12,0,,153.025578,-27.461084,4000322,,86,"{""coordinates"": [153.025578, -27.461084000000007], ""type"": ""Point""}","-27.461084000000007, 153.025578",12
4100,PAY BY MOBILE APP ONLY,ANN ST,BRISBANE CITY,3,"CLEARWAY 7AM-11AM,2PM-7PM MON-FRI TOWAWAY",7 DAYS,"11AM-2PM,7PM-10PM(MON-FRI) & 7AM-7PM SAT-SUN",Zone 1,6.85,3.7,Ann St between Wharf St & Creek St in CBD,17,0,,153.028082,-27.464645,4000891,,87,"{""coordinates"": [153.028082, -27.46464500000002], ""type"": ""Point""}","-27.46464500000002, 153.028082",17
4101,PAY BY MOBILE APP ONLY,WICKHAM ST,FORTITUDE VALLEY,3,"CLEARWAY 7AM-9AM,4PM-7PM MON-FRI TOWAWAY",7 DAYS,"9AM-4PM (MON-FRI),7AM-7PM(SAT,SUN)","Zone 1, 15 min free",6.85,3.7,Wickham St between Light St and Knapp St in Fortitude Valley,9,0,,153.039623,-27.451453,4000882,,88,"{""coordinates"": [153.039623, -27.45145300000002], ""type"": ""Point""}","-27.45145300000002, 153.039623",9
4102,PAY BY MOBILE APP ONLY,GEORGE ST,BRISBANE CITY,3,"C/WAY 7AM-9AM, 4PM-7PM & LZ 9AM-4PM MON-FRI",7 DAYS,"7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",Zone 1,,3.7,George St between Ann St & Turbot St in CBD,6,0,,153.02189,-27.46917,4000864,,89,"{""coordinates"": [153.02189, -27.469169999999995], ""type"": ""Point""}","-27.469169999999995, 153.02189",6
4103,PAY BY MOBILE APP ONLY,ANN ST,BRISBANE CITY,3,"C/WAY 7-11AM & 2-7PM, LOAD ZONE 11AM-2PM MON-FRI",7 DAYS,"7PM-10PM MON-FRI, 7AM-7PM SAT-SUN",Zone 1,,3.7,Ann St between Creek and Edward Sts Brisbane,10,0,,153.026154,-27.466197,4000860,,90,"{""coordinates"": [153.026154, -27.466196999999998], ""type"": ""Point""}","-27.466196999999998, 153.026154",10
4105,PAY BY MOBILE APP ONLY,ANN ST,BRISBANE CITY,3,C/WAY & N/S 7AM-7PM MON-FRI TOWAWAY,7 DAYS,"7PM-10PM MON-FRI, 7AM-7PM SAT-SUN",Zone 1,,3.7,Ann St between Edward and Albert Street Brisbane,16,0,,153.02436,-27.46757,4000860,,91,"{""coordinates"": [153.02436, -27.467570000000006], ""type"": ""Point""}","-27.467570000000006, 153.02436",16
4106,PAY BY MOBILE APP ONLY,ANN ST,BRISBANE CITY,3,C/WAY & LZ 7AM-7PM MON-FRI TOWAWAY,7 DAYS,"7PM-10PM MON-FRI, 7AM-7PM SAT-SUN",Zone 1,,3.7,Ann St between Albert and George Street Brisbane,12,0,,153.02285,-27.46879,4000860,,92,"{""coordinates"": [153.02285, -27.468789999999995], ""type"": ""Point""}","-27.468789999999995, 153.02285",12
4107,PAY BY MOBILE APP ONLY,ANN ST,BRISBANE CITY,3,"C/W 7-11AM,2-7PM & LZ 11AM-2PM MON-SAT TOWAWAY",MON-FRI,7PM-10PM MON-FRI,Zone 1,,3.7,Ann St between Wharf St & Hutton Lane in Brisbane City,7,0,,153.02862,-27.46443,4000890,,93,"{""coordinates"": [153.02862, -27.464430000000007], ""type"": ""Point""}","-27.464430000000007, 153.02862",7
4108,PAY BY MOBILE APP ONLY,ANN ST,BRISBANE CITY,3,"C/W 7-11AM,2-7PM MON-SAT TOWAWAY",MON-FRI,"11AM-2PM,7PM-10PM(MON-FRI)",Zone 1,6.85,3.7,Ann St between Wharf St & Hutton Lane in Brisbane City,5,0,,153.02818,-27.46476,4000140,,94,"{""coordinates"": [153.02817999999996, -27.464760000000012], ""type"": ""Point""}","-27.464760000000012, 153.02817999999996",5
4109,PAY BY MOBILE APP ONLY,MARKET ST,BRISBANE CITY,3,LOADING ZONE 5AM-7PM MON-FRI & SUN,MON-SAT,"7PM-10PM MON-FRI, 7AM-7PM SAT",Zone 1,,3.7,Market St between Charlotte St & Mary St in CBD,5,0,,153.02968,-27.46941,4000873,,95,"{""coordinates"": [153.02968, -27.469410000000003], ""type"": ""Point""}","-27.469410000000003, 153.02968",5
4110,PAY BY MOBILE APP ONLY,QUAY ST,BRISBANE CITY,3,,MON-FRI,7AM-7PM,Zone 1,6.85,,Between Eagle Terrace and Exford Street in Brisbane City,16,0,,153.0133,-27.467201,4000858,,96,"{""coordinates"": [153.0133, -27.467200999999996], ""type"": ""Point""}","-27.467200999999996, 153.0133",16
4111,PAY BY MOBILE APP ONLY,QUAY ST,BRISBANE CITY,3,,MON-FRI,8AM-5PM,Zone 1,6.85,,between Exford St & Upr Roma St Brisbane City,27,0,,153.01153,-27.46746,4000859,,97,"{""coordinates"": [153.01153, -27.467460000000003], ""type"": ""Point""}","-27.467460000000003, 153.01153",27
4112,PAY BY MOBILE APP ONLY,WILLIAM ST,BRISBANE CITY,12,M/C PARKING ONLY,MON-FRI,7AM-7PM MON-FRI,Zone 1,2.45,,William St between Margaret St & Elizabeth St in Brisbane City,0,39,2.45,153.02376,-27.47251,4000908,12.25,98,"{""coordinates"": [153.02376, -27.472509999999996], ""type"": ""Point""}","-27.472509999999996, 153.02376",0
4113,PAY BY MOBILE APP ONLY,WHARF ST,BRISBANE CITY,3,LOADING ZONE 5AM-7PM MON-FRI,7 DAYS,"7PM-10PM MON-FRI, 7AM-7PM SAT-SUN",Zone 1,,3.7,Wharf St between Queen St & Adelaide St in CBD,17,0,,153.02982,-27.46526,4000872,,99,"{""coordinates"": [153.02982, -27.465260000000008], ""type"": ""Point""}","-27.465260000000008, 153.02982",17
4114,PAY BY MOBILE APP ONLY,WHARF ST,BRISBANE CITY,3,"NO STOPPING 7AM-9AM, 2PM-7PM MON-FRI",7 DAYS,"9AM-2PM & 7PM-10PM MON-FRI, 7AM-7PM SAT-SUN",Zone 1,6.85,3.7,Wharf St between Turbot St & Adelaide st in CBD,8,0,,153.02856,-27.46384,4000871,,100,"{""coordinates"": [153.02856, -27.463840000000015], ""type"": ""Point""}","-27.463840000000015, 153.02856",8
4115,PAY BY MOBILE APP ONLY,DIDDAMS LANE,BRISBANE CITY,3,,7 DAYS,"7AM-10PM MON-FRI, 7AM-7PM SAT-SUN",Zone 1,6.85,3.7,Diddams Lane between Boundary St & Macrossan St in CBD,5,0,,153.03187,-27.46239,4000875,,101,"{""coordinates"": [153.03187, -27.462390000000006], ""type"": ""Point""}","-27.462390000000006, 153.03187",5
4116,PAY BY MOBILE APP ONLY,UPPER ROMA ST,BRISBANE CITY,3,,MON-FRI,7AM-7PM,Zone 1,6.85,,Upr Roma St between Skew St & Quay St in CBD,19,0,,153.01286,-27.46658,4000874,,102,"{""coordinates"": [153.01286, -27.46658000000001], ""type"": ""Point""}","-27.46658000000001, 153.01286",19
4117,PAY BY MOBILE APP ONLY,MARGARET ST,BRISBANE CITY,3,BUS ZONE 6AM-7PM MON-FRI TOWAWAY,7 DAYS,"7PM-10PM MON-FRI, 7AM-7PM SAT-SUN",Zone 1,,3.7,Margaret St between George  St & Albert St,18,0,,153.02679,-27.47371,4000865,,103,"{""coordinates"": [153.02679, -27.473709999999983], ""type"": ""Point""}","-27.473709999999983, 153.02679",18
4118,PAY BY MOBILE APP ONLY,MARGARET ST,BRISBANE CITY,12,M/C PARKING ONLY,MON-FRI,7AM-7PM MON-FRI,Zone 1,2.45,,Margaret St between Albert St & Felix St in CBD,0,63,2.45,153.02858,-27.47248,4000866,12.25,104,"{""coordinates"": [153.02858, -27.472480000000004], ""type"": ""Point""}","-27.472480000000004, 153.02858",0
4119,PAY BY MOBILE APP ONLY,FELIX ST,BRISBANE CITY,3,LOADING ZONE 7AM-7PM MON-FRI,7 DAYS,"7PM-10PM MON-FRI, 7AM-7PM SAT-SUN",Zone 1,,3.7,Felix St between Margaret St & Mary St in CBD,4,0,,153.03003,-27.47044,4000867,,105,"{""coordinates"": [153.03002999999998, -27.470440000000004], ""type"": ""Point""}","-27.470440000000004, 153.03002999999998",4
4542,TICKETLESS METER MULTISPACE,HALFORD ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Halford St between Newstead Tce & Breakfast Ck Rd in Newstead,6,0,,153.044329,-27.443708,4000542,18.25,106,"{""coordinates"": [153.044329, -27.443708000000004], ""type"": ""Point""}","-27.443708000000004, 153.044329",6
4543,TICKETLESS METER MULTISPACE,MAUD ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Maud St between Breakfast Ck & Newstead Tce in Newstead,4,0,,153.043494,-27.444748,4000548,18.25,107,"{""coordinates"": [153.043494, -27.444747999999993], ""type"": ""Point""}","-27.444747999999993, 153.043494",4
4544,TICKETLESS METER MULTISPACE,MAUD ST,NEWSTEAD,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.5,,Maud St between Breakfast Ck & Newstead Tce in Newstead,10,0,,153.044361,-27.44487,4000546,,108,"{""coordinates"": [153.044361, -27.444870000000016], ""type"": ""Point""}","-27.444870000000016, 153.044361",10
4546,PAY BY MOBILE APP ONLY,MAUD ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Maud St between Newstead Tce & Breakfast Ck Rd in Newstead,11,0,,153.044472,-27.445013,4000547,18.25,109,"{""coordinates"": [153.044472, -27.445013], ""type"": ""Point""}","-27.445013, 153.044472",11
4547,PAY BY MOBILE APP ONLY,WATERLOO ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Waterloo St between Newstead Tce & Gordon St in Newstead,14,0,,153.045317,-27.447967,4000560,18.25,110,"{""coordinates"": [153.045317, -27.447967], ""type"": ""Point""}","-27.447967, 153.045317",14
4548,TICKETLESS METER MULTISPACE,AUSTIN ST,NEWSTEAD,4,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Austin St between Breakfast Ck & Newstead Tce in Newstead,6,0,,153.04346,-27.445849,4000549,,111,"{""coordinates"": [153.04346, -27.445848999999995], ""type"": ""Point""}","-27.445848999999995, 153.04346",6
4549,TICKETLESS METER MULTISPACE,AUSTIN ST,NEWSTEAD,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.5,,Austin St between Breakfast Ck & Newstead Tce in Newstead,8,0,,153.04532,-27.446123,4000551,,112,"{""coordinates"": [153.04532, -27.446122999999986], ""type"": ""Point""}","-27.446122999999986, 153.04532",8
4550,TICKETLESS METER MULTISPACE,AUSTIN ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Austin St between Newstead Tce & Breakfast Ck Rd in Newstead,14,0,,153.04518,-27.446247,4000550,18.25,113,"{""coordinates"": [153.04517999999996, -27.446247000000017], ""type"": ""Point""}","-27.446247000000017, 153.04517999999996",14
4551,PAY BY MOBILE APP ONLY,AUSTIN ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Austin St between Newstead Tce & Breakfast Ck Rd in Newstead,9,0,,153.044251,-27.446103,4000545,18.25,114,"{""coordinates"": [153.04425100000003, -27.446103000000008], ""type"": ""Point""}","-27.446103000000008, 153.04425100000003",9
4552,PAY BY MOBILE APP ONLY,AUSTIN ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Austin St between Newstead Tce & Breakfast Ck in Newstead,11,0,,153.04325,-27.445959,4000545,18.25,115,"{""coordinates"": [153.04325, -27.445959], ""type"": ""Point""}","-27.445959, 153.04325",11
4553,PAY BY MOBILE APP ONLY,WATERLOO ST,NEWSTEAD,3,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",6.85,,Waterloo St between Breakfast Creek Rd & Gordon St in Newstead,19,0,,153.04373,-27.44844,4000904,,116,"{""coordinates"": [153.04372999999998, -27.448440000000012], ""type"": ""Point""}","-27.448440000000012, 153.04372999999998",19
4554,TICKETLESS METER MULTISPACE,EVELYN ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Evelyn St between Breakfast Ck & Newstead Tce in Newstead,15,0,,153.044098,-27.447043,4000553,18.25,117,"{""coordinates"": [153.044098, -27.447043000000008], ""type"": ""Point""}","-27.447043000000008, 153.044098",15
4555,TICKETLESS METER MULTISPACE,EVELYN ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Evelyn St between Breakfast Ck & Newstead Tce in Newstead,19,0,,153.045211,-27.447208,4000552,18.25,118,"{""coordinates"": [153.045211, -27.447208], ""type"": ""Point""}","-27.447208, 153.045211",19
4556,TICKETLESS METER MULTISPACE,EVELYN ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Evelyn St between Newstead Tce & Gordon St in Newstead,10,0,,153.045316,-27.447368,4000553,18.25,119,"{""coordinates"": [153.04531599999999, -27.447367999999997], ""type"": ""Point""}","-27.447367999999997, 153.04531599999999",10
4557,TICKETLESS METER MULTISPACE,BYRES ST,NEWSTEAD,4,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Byres St between Evelyn St & Waterloo St in Newstead,4,0,,153.043883,-27.447441,4000557,,120,"{""coordinates"": [153.043883, -27.447441000000005], ""type"": ""Point""}","-27.447441000000005, 153.043883",4
4558,PAY BY MOBILE APP ONLY,GORDON ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Gordon St between Evelyn St & Waterloo St in Newstead,5,0,,153.044713,-27.447657,4000559,18.25,121,"{""coordinates"": [153.04471299999997, -27.447656999999996], ""type"": ""Point""}","-27.447656999999996, 153.04471299999997",5
4559,TICKETLESS METER MULTISPACE,BYRES ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Byres St between Waterloo St & Evelyn St in Newstead,8,0,,153.043763,-27.447419,4000558,18.25,122,"{""coordinates"": [153.04376300000004, -27.447418999999996], ""type"": ""Point""}","-27.447418999999996, 153.04376300000004",8
